symbol,name,category,sub_category,failure_type,primary_failure_type,secondary_failure_type,row_count,min_required_rows,first_date,last_date,latest_expected_date,end_date_gap_days,history_status,cache_status,liquidity_status,price_quality_status,metadata_status,strategy_eligibility,remediation_priority,recommended_action,requires_refresh,requires_manual_review,exclude_from_candidate_pool,reason,notes
512370,A500增强ETF华夏,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,174,250,2025-08-18,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 174 < 250; avg_amount_20 9760071.10 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512430,家居家电ETF华泰柏瑞,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,6,250,2026-04-30,2026-05-12,2026-05-15,3,very_short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 6 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512450,畜牧养殖ETF广发,industry,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,26,250,2026-04-01,2026-05-12,2026-05-15,3,very_short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 26 < 250; avg_amount_20 10562135.45 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512460,电池ETF华夏,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,34,250,2026-03-20,2026-05-12,2026-05-15,3,very_short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 34 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512620,农业ETF天弘,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,111,250,2025-11-21,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 111 < 250; avg_amount_20 15160133.50 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512630,卫星ETF广发,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,133,250,2025-10-22,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 133 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512940,有色ETF华安,industry,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,50,250,2026-02-26,2026-05-12,2026-05-15,3,very_short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 50 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
515370,光伏ETF华夏,industry,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,114,250,2025-11-18,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 114 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
515460,红利质量ETF南方,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,38,250,2026-03-16,2026-05-12,2026-05-15,3,very_short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 38 < 250; avg_amount_20 16014155.45 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
515640,家电ETF华夏,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,10,250,2026-04-24,2026-05-12,2026-05-15,3,very_short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 10 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
515720,金融科技ETF富国,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,142,250,2025-10-09,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 142 < 250; avg_amount_20 11343075.65 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
515730,家居家电ETF永赢,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,109,250,2025-11-25,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 109 < 250; avg_amount_20 2153705.25 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
515970,工程机械ETF华夏,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,54,250,2026-02-12,2026-05-12,2026-05-15,3,very_short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 54 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
516230,光伏ETF招商,industry,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,61,250,2026-02-03,2026-05-12,2026-05-15,3,very_short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 61 < 250; avg_amount_20 9614325.15 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
516250,工程机械ETF富国,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,90,250,2025-12-22,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 90 < 250; avg_amount_20 13695995.10 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
516370,电力ETF汇添富,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,24,250,2026-04-03,2026-05-12,2026-05-15,3,very_short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 24 < 250; avg_amount_20 14187087.40 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
516840,N汽车ETF南方,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,1,250,2026-05-13,2026-05-13,2026-05-15,2,very_short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 1 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
517950,沪深港科技50ETF交银,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,92,250,2025-12-18,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 92 < 250; avg_amount_20 10022101.85 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
520870,巴西ETF易方达,unknown,指数型-海外股票,insufficient_rows,new_etf_short_history,insufficient_rows,117,250,2025-11-13,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 117 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
530060,上证指数ETF易方达,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,56,250,2026-02-10,2026-05-12,2026-05-15,3,very_short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 56 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
530100,上证580ETF易方达,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,133,250,2025-10-22,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 133 < 250; avg_amount_20 2756608.90 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
530380,上证380ETF易方达,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,143,250,2025-09-30,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 143 < 250; avg_amount_20 1661529.05 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
530530,上证580ETF华夏,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,165,250,2025-08-29,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 165 < 250; avg_amount_20 6067180.60 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560130,食品ETF鹏华,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,76,250,2026-01-13,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 76 < 250; avg_amount_20 1085118.30 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560160,食品ETF易方达,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,66,250,2026-01-27,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 66 < 250; avg_amount_20 2938663.25 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560210,农牧渔ETF景顺,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,34,250,2026-03-20,2026-05-12,2026-05-15,3,very_short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 34 < 250; avg_amount_20 15774427.55 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560230,光伏ETF富国,industry,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,58,250,2026-02-06,2026-05-12,2026-05-15,3,very_short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 58 < 250; avg_amount_20 9454673.80 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560270,电力ETF工银,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,44,250,2026-03-06,2026-05-12,2026-05-15,3,very_short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 44 < 250; avg_amount_20 16382115.60 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560290,有色ETF景顺,industry,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,58,250,2026-02-06,2026-05-12,2026-05-15,3,very_short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 58 < 250; avg_amount_20 8979103.75 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560310,光伏ETF博时,industry,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,48,250,2026-03-02,2026-05-12,2026-05-15,3,very_short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 48 < 250; avg_amount_20 4651237.40 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560370,红利质量ETF易方达,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,50,250,2026-02-26,2026-05-12,2026-05-15,3,very_short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 50 < 250; avg_amount_20 2290661.65 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560390,电网设备ETF易方达,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,46,250,2026-03-04,2026-05-12,2026-05-15,3,very_short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 46 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560400,证券ETF华泰柏瑞,industry,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,35,250,2026-03-19,2026-05-12,2026-05-15,3,very_short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 35 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560410,电池ETF鹏华,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,15,250,2026-04-17,2026-05-12,2026-05-15,3,very_short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 15 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560450,电力ETF天弘,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,6,250,2026-04-30,2026-05-12,2026-05-15,3,very_short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 6 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560470,有色ETF易方达,industry,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,6,250,2026-04-30,2026-05-12,2026-05-15,3,very_short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 6 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560570,A500红利ETF国联安,broad_based,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,151,250,2025-09-18,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 151 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560710,船舶ETF富国,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,58,250,2026-02-06,2026-05-12,2026-05-15,3,very_short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 58 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560770,机器人ETF招商,theme,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,164,250,2025-09-01,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 164 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
561090,A500增强ETF华安,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,207,250,2025-07-02,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 207 < 250; avg_amount_20 7556306.25 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
561220,数字经济ETF工银,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,229,250,2025-05-30,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 229 < 250; avg_amount_20 5279503.05 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
561660,通用航空ETF平安,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,120,250,2025-11-10,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 120 < 250; avg_amount_20 13929947.70 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
561680,A500红利低波ETF平安,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,160,250,2025-09-05,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 160 < 250; avg_amount_20 1725491.40 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
561750,A50ETF博时,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,229,250,2025-05-30,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 229 < 250; avg_amount_20 3354517.00 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
561770,A100ETF博时,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,213,250,2025-06-24,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 213 < 250; avg_amount_20 2300129.10 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
562050,药ETF华宝,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,216,250,2025-06-19,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 216 < 250; avg_amount_20 9664133.05 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
562070,沪深300指增ETF华宝,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,87,250,2025-12-25,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 87 < 250; avg_amount_20 8444671.90 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
562870,证券ETF嘉实,industry,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,190,250,2025-07-25,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 190 < 250; avg_amount_20 7419583.95 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563060,央企50ETF易方达,theme,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,238,250,2025-05-19,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 238 < 250; avg_amount_20 679172.95 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563230,卫星ETF富国,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,152,250,2025-09-17,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 152 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563320,通用航空ETF华泰柏瑞,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,162,250,2025-09-03,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 162 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563380,航空航天ETF华泰柏瑞,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,121,250,2025-11-07,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 121 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563510,A500红利低波ETF易方达,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,105,250,2025-12-01,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 105 < 250; avg_amount_20 5905860.20 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563530,卫星ETF易方达,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,116,250,2025-11-14,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 116 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563550,A500增强ETF摩根,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,239,250,2025-05-16,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 239 < 250; avg_amount_20 10948561.05 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563560,科技成长ETF兴业,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,49,250,2026-02-27,2026-05-12,2026-05-15,3,very_short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 49 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563570,金融科技ETF兴业,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,119,250,2025-11-11,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 119 < 250; avg_amount_20 12813208.20 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563590,A500红利低波动ETF国寿,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,123,250,2025-11-05,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 123 < 250; avg_amount_20 1012300.65 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563600,A500增强ETF易方达,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,145,250,2025-09-26,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 145 < 250; avg_amount_20 1510409.70 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563630,A500增强ETF国联安,broad_based,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,208,250,2025-07-01,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 208 < 250; avg_amount_20 1038639.20 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563670,金融科技ETF鹏华,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,139,250,2025-10-14,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 139 < 250; avg_amount_20 1858534.20 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563690,红利低波ETF永赢,unknown,指数型-股票,insufficient_rows;zero_or_low_liquidity,new_etf_short_history,insufficient_rows;zero_or_low_liquidity;low_liquidity,141,250,2025-10-10,2026-05-12,2026-05-15,3,short_history,fresh,low_liquidity,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 141 < 250; avg_amount_20 1776374.05 < 20000000.00,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563750,中证500ETF汇添富,broad_based,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,127,250,2025-10-30,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 127 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563790,卫星ETF鹏华,unknown,指数型-股票,insufficient_rows,new_etf_short_history,insufficient_rows,82,250,2026-01-05,2026-05-12,2026-05-15,3,short_history,fresh,ok,ok,warning,blocked_short_history,P1_short_history_observe,keep observation_only until row_count reaches the minimum history requirement,False,False,True,too few rows: 82 < 250,short history is not a low score; it blocks strategy eligibility until enough rows accumulate
