symbol,name,category,sub_category,row_count,min_required_rows,rows_needed,first_date,last_date,latest_expected_date,end_date_gap_days,history_status,liquidity_status,observation_status,observation_priority,estimated_trading_days_until_eligible,estimated_calendar_date_until_eligible,requires_manual_review,manual_review_reason,low_liquidity_flag,abnormal_return_flag,candidate_status,recommended_action,notes
563890,国企红利ETF创金合信,theme,指数型-股票,136,250,114,2025-10-17,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,114,2026-11-02,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
589950,科创100ETF富国,unknown,指数型-股票,136,250,114,2025-10-17,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,114,2026-11-02,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159106,民企300ETF前海开源,unknown,指数型-股票,133,250,117,2025-10-22,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,117,2026-11-05,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
530100,上证580ETF易方达,unknown,指数型-股票,133,250,117,2025-10-22,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,117,2026-11-05,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
510670,上证180ETF华夏,unknown,指数型-股票,128,250,122,2025-10-29,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,122,2026-11-12,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159122,创业板新能源ETF富国,broad_based,指数型-股票,125,250,125,2025-11-03,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,125,2026-11-17,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159260,证券ETF博时,industry,指数型-股票,124,250,126,2025-11-04,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,126,2026-11-18,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159295,创业综指ETF西部利得,unknown,指数型-股票,124,250,126,2025-11-04,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,126,2026-11-18,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563590,A500红利低波动ETF国寿,broad_based,指数型-股票,123,250,127,2025-11-05,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,127,2026-11-19,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563980,800红利低波ETF鑫元,unknown,指数型-股票,121,250,129,2025-11-07,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,129,2026-11-23,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
561660,通用航空ETF平安,unknown,指数型-股票,120,250,130,2025-11-10,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,130,2026-11-24,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563570,金融科技ETF兴业,unknown,指数型-股票,119,250,131,2025-11-11,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,131,2026-11-25,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512620,农业ETF天弘,unknown,指数型-股票,111,250,139,2025-11-21,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,139,2026-12-07,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159108,工业软件ETF博时,unknown,指数型-股票,110,250,140,2025-11-24,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,140,2026-12-08,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
515730,家居家电ETF永赢,unknown,指数型-股票,109,250,141,2025-11-25,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,141,2026-12-09,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159123,光伏ETF嘉实,industry,指数型-股票,107,250,143,2025-11-27,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,143,2026-12-11,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563510,A500红利低波ETF易方达,broad_based,指数型-股票,105,250,145,2025-12-01,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,145,2026-12-15,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
517950,沪深港科技50ETF交银,unknown,指数型-股票,92,250,158,2025-12-18,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,158,unknown,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563850,食品ETF广发,unknown,指数型-股票,91,250,159,2025-12-19,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,159,unknown,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
516250,工程机械ETF富国,unknown,指数型-股票,90,250,160,2025-12-22,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,160,unknown,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
589210,科创芯片设计ETF广发,industry,指数型-股票,89,250,161,2025-12-23,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,161,unknown,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159136,A50ETF广发,unknown,指数型-股票,87,250,163,2025-12-25,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,163,unknown,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
562070,沪深300指增ETF华宝,broad_based,指数型-股票,87,250,163,2025-12-25,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,163,unknown,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
588410,科创创业人工智能ETF鹏华,theme,指数型-股票,82,250,168,2026-01-05,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,168,unknown,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563930,上证增强ETF招商,unknown,指数型-股票,81,250,169,2026-01-06,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,169,unknown,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
589150,科创50ETF平安,broad_based,指数型-股票,81,250,169,2026-01-06,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,169,unknown,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563960,300质量ETF兴全,unknown,指数型-股票,79,250,171,2026-01-08,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,171,unknown,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159138,工程机械ETF易方达,unknown,指数型-股票,76,250,174,2026-01-13,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,174,unknown,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159293,创业板综增强ETF建信,broad_based,指数型-股票,76,250,174,2026-01-13,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,174,unknown,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560130,食品ETF鹏华,unknown,指数型-股票,76,250,174,2026-01-13,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,174,unknown,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159151,食品ETF华夏,unknown,指数型-股票,75,250,175,2026-01-14,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,175,unknown,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563870,通用航空ETF鹏华,unknown,指数型-股票,74,250,176,2026-01-15,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,176,unknown,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159145,工业软件ETF广发,unknown,指数型-股票,72,250,178,2026-01-19,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,178,unknown,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159149,创业板新能源ETF工银,broad_based,指数型-股票,71,250,179,2026-01-20,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,179,unknown,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560160,食品ETF易方达,unknown,指数型-股票,66,250,184,2026-01-27,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,184,unknown,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159162,工业有色ETF鹏华,industry,指数型-股票,64,250,186,2026-01-29,2026-05-12,2026-05-15,3,short_history,low_liquidity,waiting_but_low_liquidity,P2_low_liquidity_watch,186,unknown,False,,True,False,blocked_short_history,watch history accumulation and liquidity; do not use as a low score,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
516230,光伏ETF招商,industry,指数型-股票,61,250,189,2026-02-03,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,189,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159157,有色金属ETF天弘,industry,指数型-股票,58,250,192,2026-02-06,2026-05-12,2026-05-15,3,very_short_history,ok,very_short_history,P3_archive_watch,192,unknown,False,,False,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560230,光伏ETF富国,industry,指数型-股票,58,250,192,2026-02-06,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,192,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560290,有色ETF景顺,industry,指数型-股票,58,250,192,2026-02-06,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,192,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560710,船舶ETF富国,unknown,指数型-股票,58,250,192,2026-02-06,2026-05-12,2026-05-15,3,very_short_history,ok,very_short_history,P3_archive_watch,192,unknown,False,,False,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
589170,科创芯片设计ETF鹏华,industry,指数型-股票,58,250,192,2026-02-06,2026-05-12,2026-05-15,3,very_short_history,ok,very_short_history,P3_archive_watch,192,unknown,False,,False,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159153,消费电子ETF鹏华,industry,指数型-股票,57,250,193,2026-02-09,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,193,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159163,有色ETF泰康,industry,指数型-股票,57,250,193,2026-02-09,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,193,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
530060,上证指数ETF易方达,unknown,指数型-股票,56,250,194,2026-02-10,2026-05-12,2026-05-15,3,very_short_history,ok,very_short_history,P3_archive_watch,194,unknown,False,,False,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159148,石油ETF富国,industry,指数型-股票,55,250,195,2026-02-11,2026-05-12,2026-05-15,3,very_short_history,ok,very_short_history,P3_archive_watch,195,unknown,False,,False,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159156,电池ETF万家,unknown,指数型-股票,54,250,196,2026-02-12,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,196,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159159,公用事业ETF国投瑞银,unknown,指数型-股票,54,250,196,2026-02-12,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,196,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159165,养殖ETF永赢,industry,指数型-股票,54,250,196,2026-02-12,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,196,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159168,有色ETF富国,industry,指数型-股票,54,250,196,2026-02-12,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,196,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
515970,工程机械ETF华夏,unknown,指数型-股票,54,250,196,2026-02-12,2026-05-12,2026-05-15,3,very_short_history,ok,very_short_history,P3_archive_watch,196,unknown,False,,False,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512940,有色ETF华安,industry,指数型-股票,50,250,200,2026-02-26,2026-05-12,2026-05-15,3,very_short_history,ok,very_short_history,P3_archive_watch,200,unknown,False,,False,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560370,红利质量ETF易方达,unknown,指数型-股票,50,250,200,2026-02-26,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,200,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
563560,科技成长ETF兴业,unknown,指数型-股票,49,250,201,2026-02-27,2026-05-12,2026-05-15,3,very_short_history,ok,very_short_history,P3_archive_watch,201,unknown,False,,False,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560310,光伏ETF博时,industry,指数型-股票,48,250,202,2026-03-02,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,202,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560390,电网设备ETF易方达,unknown,指数型-股票,46,250,204,2026-03-04,2026-05-12,2026-05-15,3,very_short_history,ok,very_short_history,P3_archive_watch,204,unknown,False,,False,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159171,工业有色ETF博时,industry,指数型-股票,45,250,205,2026-03-05,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,205,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159175,电池ETF易方达,unknown,指数型-股票,45,250,205,2026-03-05,2026-05-12,2026-05-15,3,very_short_history,ok,very_short_history,P3_archive_watch,205,unknown,False,,False,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560270,电力ETF工银,unknown,指数型-股票,44,250,206,2026-03-06,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,206,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
515460,红利质量ETF南方,unknown,指数型-股票,38,250,212,2026-03-16,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,212,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159181,石油ETF易方达,industry,指数型-股票,35,250,215,2026-03-19,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,215,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159189,石油ETF华夏,industry,指数型-股票,35,250,215,2026-03-19,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,215,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560400,证券ETF华泰柏瑞,industry,指数型-股票,35,250,215,2026-03-19,2026-05-12,2026-05-15,3,very_short_history,ok,very_short_history,P3_archive_watch,215,unknown,False,,False,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159172,养殖ETF汇添富,industry,指数型-股票,34,250,216,2026-03-20,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,216,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512460,电池ETF华夏,unknown,指数型-股票,34,250,216,2026-03-20,2026-05-12,2026-05-15,3,very_short_history,ok,very_short_history,P3_archive_watch,216,unknown,False,,False,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
560210,农牧渔ETF景顺,unknown,指数型-股票,34,250,216,2026-03-20,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,216,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159183,新能源车ETF招商,industry,指数型-股票,32,250,218,2026-03-24,2026-05-12,2026-05-15,3,very_short_history,ok,very_short_history,P3_archive_watch,218,unknown,False,,False,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159160,电池ETF东财,unknown,指数型-股票,29,250,221,2026-03-27,2026-05-12,2026-05-15,3,very_short_history,ok,very_short_history,P3_archive_watch,221,unknown,False,,False,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159190,创业板新能源ETF天弘,broad_based,指数型-股票,28,250,222,2026-03-30,2026-05-12,2026-05-15,3,very_short_history,ok,very_short_history,P3_archive_watch,222,unknown,False,,False,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
159187,创业板新能源ETF景顺,broad_based,指数型-股票,26,250,224,2026-04-01,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,224,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
512450,畜牧养殖ETF广发,industry,指数型-股票,26,250,224,2026-04-01,2026-05-12,2026-05-15,3,very_short_history,low_liquidity,very_short_history,P3_archive_watch,224,unknown,False,,True,False,blocked_short_history,archive watch; revisit after substantially more trading history accumulates,observation only; never enter candidate strategy until candidate gate is rerun cleanly; short history is not a low score; short history is not a low score; it blocks strategy eligibility until enough rows accumulate
